DateTime,PairID,PairName,Open,High,Low,Close,Volume,Spread,SMA_10,SMA_20,EMA_10,RSI,MACD,MACD_Signal,BB_High,BB_Low,BB_Middle,Next_Close,Target,Signal,Prediction,AI_Signal,Return,Trade_Return,Cumulative_Return
2023-01-02 09:00:00,1,EUR/USD,1.07481,1.07502,1.07455,1.07495,4396,1.3,1.075124,1.0771295,1.0754345179273495,36.74169396814203,-0.0014394324940438796,-0.001302827984579692,1.081661627425394,1.072597372574606,1.0771295,1.07447,0,SELL,1,BUY,-0.0004465323968557011,-0.0004465323968557011,0.9995534676031443
2023-01-02 10:00:00,1,EUR/USD,1.07407,1.07493,1.07407,1.07447,3250,1.5,1.0748520000000001,1.076808,1.0752591510314677,34.78296975438802,-0.0014305932417835177,-0.0013283810360204572,1.0811321165571721,1.0724838834428279,1.076808,1.07489,1,SELL,1,BUY,0.00039089039247244215,0.00039089039247244215,0.999944183450393
2023-01-02 11:00:00,1,EUR/USD,1.07523,1.07523,1.07445,1.07489,3058,1.7,1.074657,1.0765345,1.0751920326621098,37.90244370158485,-0.0013738605713027319,-0.0013374769430769123,1.0806101814154212,1.0724588185845787,1.0765345,1.07605,1,SELL,1,BUY,0.0010791801951828095,0.0010791801951828095,1.0010233034094609
2023-01-02 12:00:00,1,EUR/USD,1.07575,1.07662,1.07531,1.07605,3856,1.8,1.0747509999999998,1.0763135,1.0753480267235442,45.63671525517351,-0.0012212197545864445,-0.0013142255053788187,1.079969335198694,1.0726576648013058,1.0763135,1.0766,1,SELL,1,BUY,0.0005111286650249064,0.0005111286650249064,1.0015349551141914
2023-01-02 13:00:00,1,EUR/USD,1.07707,1.07707,1.07613,1.0766,2991,1.6,1.075042,1.0761995,1.0755756582283542,48.88731140092511,-0.0010438376930044235,-0.0012601479429039397,1.0796653590565704,1.0727336409434296,1.0761995,1.07763,1,SELL,1,BUY,0.000956715586104483,0.000956715586104483,1.0024931392157777
2023-01-02 14:00:00,1,EUR/USD,1.07787,1.07798,1.07746,1.07763,2025,1.5,1.075404,1.0761455,1.075949174914108,54.387758135157505,-0.0008108023149215882,-0.0011702788173074696,1.0794845506135744,1.0728064493864256,1.0761455,1.07737,0,SELL,0,SELL,-0.0002412701947794224,0.0002412701947794224,1.0027350109307411
2023-01-02 15:00:00,1,EUR/USD,1.0768,1.0774,1.0768,1.07737,3564,1.5,1.0756700000000001,1.0760825,1.0762075067479064,52.84190403580758,-0.0006397255678205482,-0.0010641681674100855,1.0792760427036463,1.0728889572963538,1.0760825,1.07687,0,SELL,0,SELL,-0.0004640931156426715,0.0004640931156426715,1.003200373346128
2023-01-02 16:00:00,1,EUR/USD,1.07652,1.07745,1.07652,1.07687,2084,1.5,1.075798,1.0759915000000002,1.0763279600664688,49.9043421853235,-0.0005382867993757312,-0.0009589918938032147,1.0789797789361124,1.073003221063888,1.0759915000000002,1.0776,1,SELL,1,BUY,0.0006778905531771685,0.0006778905531771685,1.0038804334021634
2023-01-02 17:00:00,1,EUR/USD,1.07804,1.07888,1.0766,1.0776,4511,2.0,1.0760859999999999,1.076,1.0765592400543835,53.93108663890121,-0.0003944440400600602,-0.0008460823230545838,1.0790055149309248,1.0729944850690754,1.076,1.07542,0,BUY,0,SELL,-0.0020230141054193105,0.0020230141054193105,1.0059112976790905
2023-01-02 18:00:00,1,EUR/USD,1.07569,1.07569,1.07506,1.07542,2005,0.8,1.0761850000000002,1.0758234999999998,1.076352105499041,42.85322749670993,-0.00045115476663526444,-0.00076709681177072,1.0785133496240518,1.0731336503759479,1.0758234999999998,1.07529,0,BUY,0,SELL,-0.00012088300384962478,0.00012088300384962478,1.0060328952583604
2023-01-02 19:00:00,1,EUR/USD,1.07518,1.07571,1.0744,1.07529,2542,1.1,1.076219,1.0756715,1.0761589954083064,42.29529676149604,-0.00050081525307899,-0.000713840500032374,1.078109386584731,1.0732336134152687,1.0756715,1.07719,1,BUY,1,BUY,0.0017669651907857532,0.0017669651907857532,1.0078105203650671
2023-01-02 20:00:00,1,EUR/USD,1.07749,1.07749,1.07651,1.07719,8613,1.3,1.0764909999999999,1.0756715,1.0763464507886142,52.10923754916732,-0.0003824487937049703,-0.0006475621587668933,1.078109386584731,1.0732336134152687,1.0756715,1.0783,1,BUY,1,BUY,0.0010304588791206235,0.0010304588791206235,1.0088490276642483
2023-01-02 21:00:00,1,EUR/USD,1.07823,1.0787,1.07761,1.0783,7600,0.9,1.076832,1.0757445,1.0767016415543207,56.738269420833255,-0.00019680613985095796,-0.0005574109549837062,1.07839604652986,1.07309295347014,1.0757445,1.07481,0,BUY,0,SELL,-0.0032365760919966548,0.0032365760919966548,1.0121142443076203
2023-01-02 22:00:00,1,EUR/USD,1.0744,1.07536,1.0744,1.07481,6742,1.6,1.076708,1.0757295,1.0763577067262624,42.74762929130898,-0.00032752136956815114,-0.0005114330379005953,1.0783985708121016,1.0730604291878985,1.0757295,1.07327,0,BUY,0,SELL,-0.001432811380616199,0.001432811380616199,1.013564413115348
2023-01-02 23:00:00,1,EUR/USD,1.07329,1.07334,1.07302,1.07327,9643,1.8,1.076375,1.0757085,1.0757963055033055,38.26398015105977,-0.0005490501521723257,-0.0005189564607549414,1.0784471294017286,1.0729698705982713,1.0757085,1.07222,0,BUY,0,SELL,-0.000978318596438916,0.000978318596438916,1.0145560020293876
2023-01-03 00:00:00,1,EUR/USD,1.07202,1.07246,1.07202,1.07222,3086,1.9,1.075834,1.075619,1.075146068139068,35.52782062219745,-0.0008001162906550174,-0.0005751884267349566,1.0786726856419764,1.0725653143580238,1.075619,1.0718,0,BUY,0,SELL,-0.0003917106563950168,0.0003917106563950168,1.0149534144268921
2023-01-03 01:00:00,1,EUR/USD,1.07161,1.07282,1.07112,1.0718,8566,1.5,1.075277,1.0754735,1.0745376921137828,34.46615255954141,-0.0010212066693446875,-0.0006643920752569029,1.0789364483103292,1.0720105516896707,1.0754735,1.07164,0,SELL,0,SELL,-0.00014928158238492256,0.00014928158238492256,1.0151049282786448
2023-01-03 02:00:00,1,EUR/USD,1.07144,1.07196,1.07144,1.07164,2686,1.8,1.074754,1.0752760000000001,1.0740108390021859,34.04872946633891,-0.0011955514769295128,-0.0007706239555914249,1.0791194900806447,1.0714325099193556,1.0752760000000001,1.07111,0,SELL,0,SELL,-0.0004945690717031088,0.0004945690717031088,1.015606967780705
